,precio_m2,superficie_total,categoria,dormitorios,baños,cocheras,colonia,alcaldia,lat,lng
170,30000.0,200.0,departamento,3.0,2.0,2.0, San Pedro de los Pinos, Benito Juárez,19.3880449,-99.185752
171,47777.77777777778,117.0,departamento,2.0,2.0,2.0, Hipódromo Condesa, Cuauhtémoc,19.4044471,-99.1708773
172,54014.598540145984,137.0,departamento,2.0,2.0,2.0, Cuauhtémoc, Distrito Federal,19.417342,-99.1602906
173,34126.98412698413,126.0,departamento,2.0,2.0,2.0, Cuajimalpa de Morelos, Distrito Federal,19.3660617,-99.2981933
174,85714.28571428571,70.0,departamento,1.0,1.0,1.0, Ampliación Granada, Miguel Hidalgo,19.44173998866433,-99.20454208360592
175,43636.36363636364,275.0,departamento,3.0,3.0,2.0, Polanco I Sección, Miguel Hidalgo,19.4369101,-99.2101458
176,75070.42253521127,213.0,departamento,2.0,2.0,4.0, Ampliación Granada, Miguel Hidalgo,19.4431776,-99.2023662
177,59210.52631578947,76.0,departamento,1.0,1.0,1.0, Santa Fe Cuajimalpa, Cuajimalpa de Morelos,19.3778388,-99.2561363
178,42127.65957446808,2350.0,departamento,7.0,7.0,10.0, Jardines del Pedregal, Alvaro Obregón,19.3152867,-99.2150925
179,55000.0,1000.0,departamento,4.0,4.0,4.0, Jardines del Pedregal, Alvaro Obregón,19.3206033,-99.2099896
180,59016.39344262295,305.0,departamento,3.0,3.0,3.0, Bosques de las Lomas, Cuajimalpa de Morelos,19.3940396805,-99.2649699675
181,32036.316472114137,771.0,departamento,3.0,4.0,4.0, Tlalpan Centro, Tlalpan,19.291565,-99.1699004
182,39778.761061946905,226.0,departamento,3.0,3.0,3.0, Romero de Terreros, Coyoacán,19.3424042009,-99.18039273
183,49011.85770750988,253.0,departamento,3.0,3.0,2.0, Bosque de las Lomas, Miguel Hidalgo,19.3958337,-99.2651762
184,81967.2131147541,122.0,departamento,3.0,2.0,2.0, Ampliación Granada, Miguel Hidalgo,19.4416816,-99.2037946
185,94339.62264150944,318.0,departamento,8.0,3.0,8.0, Irrigación, Miguel Hidalgo,19.4402984,-99.2082533
186,45794.39252336448,107.0,departamento,3.0,2.0,1.0, Del Valle Centro, Benito Juárez,19.380894,-99.158795
187,72033.89830508475,118.0,departamento,2.0,3.0,2.0, Ampliación Granada, Miguel Hidalgo,19.44173998866433,-99.20454208360592
188,77868.85245901639,122.0,departamento,3.0,2.0,2.0, Ampliación Granada, Miguel Hidalgo,19.44173998866433,-99.20454208360592
189,62175.43859649123,285.0,departamento,3.0,3.0,2.0, Santa Fe Cuajimalpa, Cuajimalpa de Morelos,19.3624981881,-99.2754908503
190,102484.47204968944,1610.0,departamento,4.0,6.0,8.0, Jardines del Pedregal, Alvaro Obregón,19.3206033,-99.2099896
191,42686.230248306994,443.0,departamento,3.0,3.0,4.0, Bejero del Pueblo Santa Fe, Alvaro Obregón,19.3619875,-99.2662189
192,28214.285714285717,56.0,departamento,2.0,1.0,1.0, Santo Domingo, Azcapotzalco,19.4887086,-99.1905974
193,115000.0,200.0,departamento,3.0,3.0,3.0, Polanco, Miguel Hidalgo,19.4350916532,-99.2039084434
194,46521.739130434784,115.0,departamento,3.0,2.0,2.0, Condesa, Cuauhtémoc,19.4043974,-99.1683225
195,3636.363636363637,220.0,departamento,3.0,3.0,2.0, Polanco V Sección, Miguel Hidalgo,19.4328213,-99.1880999
196,56818.181818181816,440.0,departamento,3.0,3.0,4.0, Bosques de las Lomas, Cuajimalpa de Morelos,19.3970013,-99.2555937
197,43624.161073825504,149.0,departamento,2.0,2.0,1.0, Cuauhtémoc, Distrito Federal,19.4297377,-99.1728394
198,2285.714285714286,350.0,departamento,3.0,3.0,4.0, Bosque de las Lomas, Miguel Hidalgo,19.3920248319,-99.2650595751
199,82857.14285714286,70.0,departamento,1.0,1.0,1.0, Ampliación Granada, Miguel Hidalgo,19.442115,-99.20408929999996
200,62264.15094339623,53.0,departamento,2.0,1.0,2.0, Olivar de los Padres, Alvaro Obregón,19.3392293,-99.2189838
201,32456.140350877195,57.0,departamento,2.0,2.0,1.0, Ferrería, Azcapotzalco,19.4721331,-99.1754456
202,55825.2427184466,206.0,departamento,3.0,3.0,3.0, Lomas de Chapultepec, Miguel Hidalgo,19.4238485,-99.2259042
203,47549.01960784314,102.0,departamento,3.0,2.0,2.0, Ampliación Nápoles, Benito Juárez,19.3889671,-99.1752617
204,69491.52542372882,118.0,departamento,2.0,2.0,2.0, Ampliación Granada, Miguel Hidalgo,19.4423928,-99.20240939999996
205,64383.561643835616,146.0,departamento,4.0,5.0,4.0, San Jerónimo Lídice, La Magdalena Contreras,19.3274784,-99.2284515
206,41139.23734177216,316.0,departamento,3.0,3.0,3.0, Bosque de las Lomas, Miguel Hidalgo,19.3920248319,-99.2650595751
207,55625.0,80.0,departamento,2.0,2.0,2.0, Anáhuac I Sección, Miguel Hidalgo,19.4401814,-99.1770569
208,4385.964912280701,285.0,departamento,3.0,3.0,2.0, Bosques de Chapultepec, Miguel Hidalgo,19.4285911,-99.1915542
209,58730.15873015873,63.0,departamento,2.0,2.0,1.0, Santa Fe, Alvaro Obregón,19.3791223,-99.2539677
210,21810.250817884407,917.0,departamento,3.0,3.0,5.0, Club de Golf México, Tlalpan,19.2816058,-99.1610599
211,108938.54748603352,358.0,departamento,3.0,3.0,4.0, Lomas de Chapultepec, Miguel Hidalgo,19.4337001055,-99.1871364
212,53333.333333333336,75.0,departamento,2.0,2.0,2.0, Condesa, Cuauhtémoc,19.407558503144585,-99.17788940691528
213,60948.081264108354,443.0,departamento,4.0,4.0,4.0, Jardines en la Montaña, Tlalpan,19.297754,-99.2013884
214,68181.81818181818,220.0,departamento,3.0,3.0,2.0, Ampliación Granada, Miguel Hidalgo,19.4416816,-99.2037946
215,2926.829268292683,410.0,departamento,3.0,3.0,4.0, Lomas del Chamizal, Cuajimalpa de Morelos,19.390331,-99.2598097
216,5955.555555555556,270.0,departamento,3.0,3.0,3.0, Polanco III Sección, Miguel Hidalgo,19.4351765,-99.2004541
