,Unnamed: 0,precio_m2,superficie_total,categoria,dormitorios,baños,cocheras,colonia,alcaldia,lat,lng
4983,4983,34722.22222222222,180.0,departamento,3.0,3.0,2.0,DEL VALLE VII,BENITO JUAREZ,19.3674607,-99.1705459
3067,3067,9176.383561643835,219.0,casa,4.0,3.0,2.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
5957,5957,51020.4081632653,245.0,casa,3.0,3.0,2.0,OCHO DE AGOSTO,BENITO JUAREZ,19.39504,-99.18701
1283,1283,65519.12568306011,183.0,departamento,4.0,3.0,2.0,HIPODROMO I,CUAUHTEMOC,19.4108936,-99.1676923
1192,1192,28500.0,200.0,casa,4.0,3.0,2.0,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,19.3879581,-99.2620481
8387,8387,5030.909090909091,275.0,casa,4.0,3.0,2.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
8643,8643,32157.40740740741,216.0,departamento,3.0,3.0,2.0,VIEJO EJIDO SANTA URSULA COAPA,COYOACAN,19.3066704,-99.1381783
920,920,5061.0093896713615,213.0,casa,4.0,3.0,2.0,OLIVAR DE LOS PADRES,ALVARO OBREGON,19.3376,-99.22132
6752,6752,6648.936170212766,188.0,casa,4.0,3.0,2.0,GENERAL PEDRO MARIA ANAYA,BENITO JUAREZ,19.3614,-99.15836
2335,2335,3404.893333333333,300.0,casa,4.0,3.0,2.0,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.41744,-99.22804
2753,2753,35365.85365853659,164.0,departamento,4.0,3.0,2.0,PRADO COAPA 2A SECCION,TLALPAN,19.3015481,-99.1338549
8959,8959,6494.845360824742,194.0,casa,4.0,3.0,2.0,PERIODISTA FRANCISCO ZARCO,BENITO JUAREZ,19.38253,-99.14569
5893,5893,19028.411042944783,163.0,casa,4.0,3.0,2.0,ANZURES,MIGUEL HIDALGO,19.43089,-99.17726
6754,6754,6648.936170212766,188.0,casa,4.0,3.0,2.0,GENERAL PEDRO MARIA ANAYA,BENITO JUAREZ,19.36075,-99.15661
7291,7291,39600.0,250.0,departamento,4.0,3.0,2.0,MIGUEL HIDALGO,TLALPAN,19.2894937,-99.1858094
6164,6164,34868.42105263158,152.0,casa,3.0,3.0,2.0,LOMAS DE MEMETLA,CUAJIMALPA DE MORELOS,19.3534184,-99.2864314
1485,1485,39273.92739273927,303.0,departamento,3.0,3.0,2.0,BOSQUES DE LAS LOMAS,CUAJIMALPA DE MORELOS,19.3872,-99.25807
7302,7302,46601.94174757282,103.0,casa,3.0,3.0,2.0,RESIDENCIAL ZACATENCO,GUSTAVO A. MADERO,19.5034532,-99.1258998
6556,6556,28333.33333333333,300.0,departamento,4.0,3.0,2.0,ATLAMAYA,ALVARO OBREGON,19.3506381,-99.2042381
5659,5659,46575.34246575343,146.0,departamento,3.0,3.0,2.0,LETRAN VALLE,BENITO JUAREZ,19.3740664,-99.1540259
8756,8756,33422.72727272727,220.0,casa,4.0,3.0,2.0,COLINAS DE TARANGO,ALVARO OBREGON,19.3631985,-99.2194704
6962,6962,3972.727272727273,220.0,casa,4.0,3.0,2.0,CONSTITUCION DE LA REPUBLICA,GUSTAVO A. MADERO,19.48337,-99.09972
6960,6960,3972.727272727273,220.0,departamento,4.0,3.0,2.0,CONSTITUCION DE LA REPUBLICA,GUSTAVO A. MADERO,19.4834452,-99.0993856
7447,7447,38333.333333333336,102.0,casa,4.0,3.0,2.0,INDUSTRIAL I,GUSTAVO A. MADERO,19.47862,-99.1237
1520,1520,39930.55555555556,288.0,departamento,4.0,3.0,2.0,SAN PEDRO DE LOS  PINOS,BENITO JUAREZ,19.3900032,-99.1884722
7288,7288,39600.0,250.0,departamento,4.0,3.0,2.0,MIGUEL HIDALGO,TLALPAN,19.2894937,-99.1858094
7242,7242,30071.875,320.0,casa,3.0,3.0,2.0,LOMAS DE LAS AGUILAS,ALVARO OBREGON,19.34651,-99.23348
905,905,5671.78,200.0,casa,4.0,3.0,2.0,OLIVAR DE LOS PADRES,ALVARO OBREGON,19.3376,-99.22132
6811,6811,5889.041666666667,288.0,casa,4.0,3.0,2.0,LINDAVISTA I,GUSTAVO A. MADERO,19.48776,-99.1347
7293,7293,39600.0,250.0,casa,4.0,3.0,2.0,MIGUEL HIDALGO,TLALPAN,19.2895201,-99.1857945
8757,8757,33422.72727272727,220.0,casa,4.0,3.0,2.0,COLINAS DE TARANGO,ALVARO OBREGON,19.3631985,-99.2194704
5110,5110,40958.333333333336,240.0,casa,4.0,3.0,2.0,ALPES (AMPL),ALVARO OBREGON,19.356645,-99.2099515
286,286,34375.0,480.0,departamento,4.0,3.0,2.0,BOSQUES DE LAS LOMAS,MIGUEL HIDALGO,19.4038943,-99.2422289
5446,5446,43204.183760876425,221.81,departamento,3.0,3.0,2.0,DEL VALLE I,BENITO JUAREZ,19.39662,-99.16479
3365,3365,57058.82352941176,170.0,departamento,4.0,3.0,2.0,NARVARTE II,BENITO JUAREZ,19.3979298,-99.1549299
7286,7286,39600.0,250.0,departamento,4.0,3.0,2.0,MIGUEL HIDALGO,TLALPAN,19.2894937,-99.1858094
5606,5606,89873.29113924051,79.0,departamento,4.0,3.0,2.0,LETRAN VALLE,BENITO JUAREZ,19.3783168,-99.1563002
7289,7289,39600.0,250.0,departamento,4.0,3.0,2.0,MIGUEL HIDALGO,TLALPAN,19.2894937,-99.1858094
8320,8320,5767.376811594203,138.0,casa,4.0,3.0,2.0,NUEVA SANTA MARIA,AZCAPOTZALCO,19.459476,-99.168341
7451,7451,42647.05882352941,102.0,casa,4.0,3.0,2.0,INDUSTRIAL I,GUSTAVO A. MADERO,19.47482,-99.12593
7168,7168,34444.444444444445,180.0,casa,4.0,3.0,2.0,CAMPESTRE CHURUBUSCO,COYOACAN,19.3488246722,-99.1338879615
8983,8983,2248.866666666667,510.0,casa,4.0,3.0,2.0,EL TORO,LA MAGDALENA CONTRERAS,19.3122,-99.24416
4645,4645,32921.81069958848,243.0,departamento,4.0,3.0,2.0,DEL VALLE IV,BENITO JUAREZ,19.3821671,-99.1713688
4958,4958,46354.16666666666,96.0,departamento,3.0,3.0,2.0,ALPES,ALVARO OBREGON,19.3592968,-99.194448
5704,5704,46369.42675159236,157.0,departamento,3.0,3.0,2.0,ROMA SUR I,CUAUHTEMOC,19.41000676111528,-99.16022225905738
4839,4839,46350.36496350365,137.0,departamento,3.0,3.0,2.0,NAPOLES,BENITO JUAREZ,19.39337,-99.17733
6437,6437,47539.68253968254,126.0,departamento,3.0,3.0,2.0,XOCO,BENITO JUAREZ,19.36294,-99.16737
4907,4907,42145.5938697318,261.0,casa,4.0,3.0,2.0,LAS AGUILAS,ALVARO OBREGON,19.3607792,-99.2070726
3162,3162,32945.73643410853,258.0,departamento,3.0,3.0,2.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
8637,8637,42539.46610169492,118.0,departamento,3.0,3.0,2.0,VIEJO EJIDO SANTA URSULA COAPA,COYOACAN,19.3070618,-99.1406155
4604,4604,42530.48780487805,328.0,departamento,3.0,3.0,2.0,DEL VALLE IV,BENITO JUAREZ,19.3817299,-99.1649891
447,447,39273.92739273927,303.0,departamento,3.0,3.0,2.0,BOSQUES DE LAS LOMAS,MIGUEL HIDALGO,19.4010793,-99.2480728
4183,4183,32320.441988950275,181.0,departamento,3.0,3.0,2.0,EL CONTADERO,CUAJIMALPA DE MORELOS,19.350354777738,-99.299948609848
8096,8096,17986.01052631579,380.0,casa,4.0,3.0,2.0,COLINAS DEL SUR,ALVARO OBREGON,19.3661928,-99.2221589
7171,7171,40559.44055944056,143.0,casa,4.0,3.0,2.0,CAMPESTRE CHURUBUSCO,COYOACAN,19.350957411576,-99.131198019205
6702,6702,2540.7707910750505,493.0,casa,4.0,3.0,2.0,LOMAS ESTRELLA 2A SECC II,IZTAPALAPA,19.31761,-99.09412
8958,8958,13660.130718954248,153.0,casa,4.0,3.0,2.0,PERIODISTA FRANCISCO ZARCO,BENITO JUAREZ,19.38253,-99.14569
1528,1528,39930.55555555556,288.0,departamento,4.0,3.0,2.0,SAN PEDRO DE LOS  PINOS,BENITO JUAREZ,19.3900032,-99.1884722
8336,8336,4065.3846153846152,260.0,departamento,4.0,3.0,2.0,EDUCACION,COYOACAN,19.33562,-99.13276
5943,5943,4100.0,300.0,casa,4.0,3.0,2.0,TACUBA,MIGUEL HIDALGO,19.45936,-99.18926
1190,1190,42857.142857142855,245.0,departamento,3.0,3.0,2.0,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,19.3948821,-99.2648487
6558,6558,28333.33333333333,300.0,departamento,4.0,3.0,2.0,ATLAMAYA,ALVARO OBREGON,19.3506381,-99.2042381
1512,1512,39930.55555555556,288.0,departamento,4.0,3.0,2.0,SAN PEDRO DE LOS  PINOS,BENITO JUAREZ,19.3900032,-99.1884722
6326,6326,37222.22222222222,180.0,casa,4.0,3.0,2.0,FLORESTA-PRADO-VERGEL COAPA,TLALPAN,19.3053753,-99.1305043
7250,7250,3023.4975,400.0,casa,4.0,3.0,2.0,LOMAS DE LAS AGUILAS,ALVARO OBREGON,19.34651,-99.23348
1159,1159,34746.3768115942,138.0,departamento,3.0,3.0,2.0,LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,19.3886456,-99.2601825
8092,8092,14058.333333333334,360.0,casa,4.0,3.0,2.0,COLINAS DEL SUR,ALVARO OBREGON,19.366939313081,-99.222627319932
8501,8501,39407.40740740741,135.0,casa,3.0,3.0,2.0,AVANTE,COYOACAN,19.329155086,-99.1361510754
1594,1594,42495.12670565302,513.0,casa,4.0,3.0,2.0,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,19.3271667,-99.2245237
5827,5827,32730.263157894737,152.0,departamento,3.0,3.0,2.0,PORTALES II,BENITO JUAREZ,19.3646948,-99.1439168
8500,8500,39407.40740740741,135.0,casa,3.0,3.0,2.0,AVANTE,COYOACAN,19.329155086,-99.1361510754
5436,5436,43267.3634677164,221.01,departamento,3.0,3.0,2.0,DEL VALLE I,BENITO JUAREZ,19.39662,-99.16479
5839,5839,6125.90799031477,413.0,casa,4.0,3.0,2.0,PORTALES II,BENITO JUAREZ,19.36709,-99.14802
1595,1595,42495.12670565302,513.0,casa,4.0,3.0,2.0,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,19.3271667,-99.2245237
2022,2022,6043.613707165109,321.0,casa,4.0,3.0,2.0,VERTIZ NARVARTE,BENITO JUAREZ,19.38366,-99.15
2650,2650,40226.22377622378,143.0,departamento,4.0,3.0,2.0,TIZAPAN_TIZAPAN SAN ANGEL,ALVARO OBREGON,19.336681,-99.2028591
5452,5452,43267.3634677164,221.01,departamento,3.0,3.0,2.0,DEL VALLE I,BENITO JUAREZ,19.39662,-99.16479
8638,8638,42716.04237288136,118.0,departamento,3.0,3.0,2.0,VIEJO EJIDO SANTA URSULA COAPA,COYOACAN,19.3066704,-99.1381783
2807,2807,34201.375757575755,165.0,departamento,3.0,3.0,2.0,CORREDOR SANTA FE,CUAJIMALPA DE MORELOS,19.3553606,-99.2754832
8552,8552,11424.242424242424,165.0,casa,3.0,3.0,2.0,SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II,GUSTAVO A. MADERO,19.45325,-99.06463
2798,2798,34201.375757575755,165.0,departamento,3.0,3.0,2.0,CORREDOR SANTA FE,CUAJIMALPA DE MORELOS,19.3553606,-99.2754832
85,85,84319.52662721893,169.0,departamento,2.0,4.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.4348433,-99.1915107
4394,4394,74285.71428571429,105.0,departamento,2.0,2.5,2.0,GRANADA,MIGUEL HIDALGO,19.44148,-99.19709
6498,6498,40679.61165048544,103.0,departamento,2.0,2.5,2.0,LAS TINAJAS,CUAJIMALPA DE MORELOS,19.35719,-99.28222
3596,3596,56776.556776556776,273.0,departamento,3.0,4.0,2.0,ROMERO DE TERREROS (FRACC),COYOACAN,19.341471,-99.1746778
8596,8596,35432.76113360324,247.0,casa,3.0,2.5,2.0,EJIDOS DE SAN PEDRO MARTIR I (NORTE),TLALPAN,19.270892,-99.1543906
6501,6501,73099.41520467836,171.0,departamento,2.0,2.5,2.0,LAS TINAJAS,CUAJIMALPA DE MORELOS,19.35719,-99.28222
5811,5811,42975.20661157025,121.0,departamento,3.0,2.5,2.0,NARVARTE IV,BENITO JUAREZ,19.391753655611,-99.149492215415
5297,5297,58910.89108910891,101.0,casa,3.0,2.5,2.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.35862,-99.30231
5450,5450,60448.81889763779,127.0,departamento,3.0,4.0,2.0,DEL VALLE I,BENITO JUAREZ,19.395807,-99.163617
35,35,77709.63742690059,342.0,departamento,3.0,4.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.4373475,-99.1965392
7316,7316,40668.43010752688,93.0,departamento,3.0,2.5,2.0,RESIDENCIAL ZACATENCO,GUSTAVO A. MADERO,19.501874,-99.121272
7836,7836,33333.333333333336,165.0,departamento,3.0,2.5,2.0,AHUATENCO,CUAJIMALPA DE MORELOS,19.36489,-99.30477
3097,3097,70590.9420289855,138.0,departamento,3.0,2.5,2.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
8594,8594,34475.38431372549,255.0,casa,3.0,2.5,2.0,EJIDOS DE SAN PEDRO MARTIR I (NORTE),TLALPAN,19.270892,-99.1543906
219,219,88832.48730964467,197.0,departamento,2.0,4.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.4360469,-99.1922883
4003,4003,89735.49411764706,85.0,departamento,2.0,2.0,2.0,HIPODROMO CONDESA,CUAUHTEMOC,19.4096083,-99.1806878
9067,9067,42495.0,200.0,casa,3.0,4.0,2.0,IZTACCIHUATL,BENITO JUAREZ,19.3913421,-99.1354721
2070,2070,18272.10884353741,147.0,casa,3.0,2.5,2.0,IRRIGACION,MIGUEL HIDALGO,19.44177,-99.21192
2587,2587,50653.59477124183,153.0,departamento,2.0,2.5,2.0,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,19.38209,-99.26728
3351,3351,58220.74788902292,99.48,departamento,2.0,2.5,2.0,NARVARTE II,BENITO JUAREZ,19.3963422,-99.1525998
2981,2981,58433.73493975904,83.0,departamento,2.0,2.5,2.0,PERIODISTA,MIGUEL HIDALGO,19.4473601,-99.2198351
5628,5628,9743.97590361446,166.0,casa,4.0,2.5,2.0,LETRAN VALLE,BENITO JUAREZ,19.37703,-99.15648
4578,4578,61301.3698630137,146.0,departamento,4.0,4.0,2.0,DEL VALLE IV,BENITO JUAREZ,19.3820864,-99.159993
8954,8954,9416.6666875,160.0,casa,4.0,2.5,2.0,SAN JUAN DE ARAGON 1A SECCION (U HAB) I,GUSTAVO A. MADERO,19.4569,-99.09124
1952,1952,49652.77777777778,144.0,departamento,3.0,2.5,2.0,JARDINES DEL PEDREGAL,ALVARO OBREGON,19.32237,-99.20628
36,36,74786.32478632478,234.0,departamento,2.0,4.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.4360469,-99.1922883
8477,8477,41666.66666666666,120.0,departamento,3.0,2.5,2.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
6170,6170,35554.545454545456,220.0,casa,2.0,2.5,2.0,LOMAS DE MEMETLA,CUAJIMALPA DE MORELOS,19.3569,-99.28878
3019,3019,52000.0,115.0,departamento,2.0,2.0,2.0,DEL VALLE III,BENITO JUAREZ,19.3843867,-99.1647371
2206,2206,47894.73684210526,190.0,casa,3.0,2.5,2.0,DEL VALLE VI,BENITO JUAREZ,19.38017,-99.16112
494,494,73475.99968389442,126.54,departamento,2.0,2.5,2.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.384804,-99.249479
1079,1079,50188.67924528302,265.0,departamento,3.0,4.0,2.0,LOMAS DE BARRILACO (LOMAS DE CHAPULTEPEC),MIGUEL HIDALGO,19.4256078,-99.2249886
8706,8706,31943.12796208531,211.0,casa,4.0,4.0,2.0,BOSQUE RESIDENCIAL DEL SUR (FRACC),XOCHIMILCO,19.2806602,-99.1284807
8589,8589,35645.91402714932,221.0,casa,3.0,2.5,2.0,EJIDOS DE SAN PEDRO MARTIR I (NORTE),TLALPAN,19.270892,-99.1543906
6747,6747,42444.27164333852,154.32,casa,3.0,2.5,2.0,GENERAL PEDRO MARIA ANAYA,BENITO JUAREZ,19.359513,-99.158868
8588,8588,32120.64628820961,229.0,casa,3.0,2.5,2.0,EJIDOS DE SAN PEDRO MARTIR I (NORTE),TLALPAN,19.270892,-99.1543906
8597,8597,30173.14285714286,238.0,casa,3.0,2.5,2.0,EJIDOS DE SAN PEDRO MARTIR I (NORTE),TLALPAN,19.270892,-99.1543906
4632,4632,45416.66666666666,240.0,departamento,3.0,3.5,2.0,DEL VALLE IV,BENITO JUAREZ,19.38347,-99.16492
8586,8586,30173.14285714286,238.0,casa,3.0,2.5,2.0,EJIDOS DE SAN PEDRO MARTIR I (NORTE),TLALPAN,19.270892,-99.1543906
6878,6878,36511.62790697674,215.0,casa,3.0,2.5,2.0,LOS REYES (PBLO),COYOACAN,19.34055,-99.15594
8648,8648,33632.28699551569,223.0,casa,3.0,2.5,2.0,INDEPENDENCIA SAN RAMON (U HAB),LA MAGDALENA CONTRERAS,19.333322996549,-99.219096412537
8167,8167,37437.5,160.0,casa,3.0,3.5,2.0,VILLA QUIETUD (FRACC),COYOACAN,19.30426,-99.10435
2548,2548,34313.72549019608,255.0,casa,3.0,4.0,2.0,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,19.38374,-99.27267
8591,8591,24645.154078549847,331.0,casa,3.0,2.5,2.0,EJIDOS DE SAN PEDRO MARTIR I (NORTE),TLALPAN,19.270892,-99.1543906
3343,3343,56800.0,125.0,departamento,3.0,4.0,2.0,NARVARTE II,BENITO JUAREZ,19.3974531,-99.1512583
4478,4478,29938.27160493828,162.0,casa,3.0,2.5,2.0,TETELPAN,ALVARO OBREGON,19.34179,-99.23219
2080,2080,14811.955442814602,181.34,casa,3.0,2.5,2.0,IRRIGACION,MIGUEL HIDALGO,19.44088,-99.20873
7318,7318,40897.22580645161,93.0,departamento,3.0,2.5,2.0,RESIDENCIAL ZACATENCO,GUSTAVO A. MADERO,19.501874,-99.121272
247,247,84615.38461538461,104.0,departamento,2.0,2.5,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.433333,-99.2
490,490,73475.99968389442,126.54,departamento,2.0,2.5,2.0,PALO ALTO (GRANJAS),CUAJIMALPA DE MORELOS,19.384804,-99.249479
1647,1647,43978.94736842105,475.0,casa,4.0,4.0,2.0,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,19.3304062,-99.2156477
6665,6665,47174.41860465116,129.0,departamento,3.0,2.5,2.0,LOMAS DE TETELPAN,ALVARO OBREGON,19.3465232,-99.2154386
5351,5351,44927.536231884056,138.0,departamento,3.0,2.5,2.0,JUAREZ,CUAUHTEMOC,19.42104,-99.17401
6260,6260,16888.88888888889,450.0,casa,3.0,4.0,2.0,PRESIDENTES EJIDALES PRIMERA SECCION,COYOACAN,19.3290839,-99.1279843
8584,8584,35223.50200803213,249.0,casa,3.0,2.5,2.0,EJIDOS DE SAN PEDRO MARTIR I (NORTE),TLALPAN,19.270892,-99.1543906
5263,5263,37509.8814229249,253.0,casa,4.0,4.0,2.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.3604309,-99.2894266
1120,1120,85130.30148185999,195.7,departamento,3.0,2.5,2.0,MORALES SECCION PALMAS (POLANCO),MIGUEL HIDALGO,19.435614114177,-99.206735738262
8585,8585,36268.090497737554,221.0,casa,3.0,2.5,2.0,EJIDOS DE SAN PEDRO MARTIR I (NORTE),TLALPAN,19.270892,-99.1543906
7680,7680,67408.73893805311,144.64,departamento,2.0,2.5,2.0,INSURGENTES MIXCOAC,BENITO JUAREZ,19.370342,-99.180634
8066,8066,8157.894736842105,190.0,departamento,4.0,4.0,2.0,SECTOR NAVAL,AZCAPOTZALCO,19.4707522,-99.1764728
2681,2681,85113.63636363637,88.0,departamento,2.0,2.0,2.0,CHAPULTEPEC MORALES (POLANCO),MIGUEL HIDALGO,19.4373329,-99.184973
1255,1255,72000.0,133.0,departamento,2.0,2.0,2.0,HIPODROMO I,CUAUHTEMOC,19.4143771,-99.17072
5093,5093,24523.809523809523,420.0,casa,3.0,2.5,2.0,"BOSQUE DE CHAPULTEPEC I, II Y III SECCIONES",MIGUEL HIDALGO,19.42422,-99.19227
229,229,86705.20231213873,173.0,departamento,2.0,2.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.4340199,-99.1956012
5295,5295,27513.22751322752,189.0,casa,2.0,2.0,2.0,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.35707,-99.29969
8735,8735,41000.0,200.0,departamento,3.0,4.0,2.0,SANTA FE,ALVARO OBREGON,19.38302,-99.23849
817,817,88983.05084745762,118.0,departamento,2.0,2.0,2.0,GRANADA (AMPL),MIGUEL HIDALGO,19.44313,-99.20133
1251,1251,89130.43478260869,115.0,departamento,2.0,2.0,2.0,HIPODROMO I,CUAUHTEMOC,19.4153656,-99.1684708
8159,8159,27659.574468085106,94.0,departamento,2.0,2.0,2.0,SAN JOSE DE LOS CEDROS II,CUAJIMALPA DE MORELOS,19.36755,-99.28768
3395,3395,42785.71428571428,140.0,casa,3.0,4.0,2.0,LINDAVISTA II,GUSTAVO A. MADERO,19.5019066,-99.1277812
3028,3028,52350.51546391752,97.0,departamento,2.0,2.0,2.0,DEL VALLE III,BENITO JUAREZ,19.3852603,-99.1658404
3195,3195,83849.5575221239,452.0,departamento,3.0,4.0,2.0,CHAPULTEPEC POLANCO (POLANCO),MIGUEL HIDALGO,19.4299391,-99.2025538
2812,2812,44545.454545454544,165.0,departamento,3.0,4.0,2.0,CORREDOR SANTA FE,CUAJIMALPA DE MORELOS,19.362978246894126,-99.26630477929228
2584,2584,61159.42028985507,138.0,departamento,2.0,4.0,2.0,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,19.38209,-99.26728
4008,4008,76719.57671957673,189.0,departamento,2.0,2.0,2.0,HIPODROMO CONDESA,CUAUHTEMOC,19.410368625396227,-99.1757498243286
1267,1267,85950.4132231405,121.0,departamento,2.0,2.0,2.0,HIPODROMO I,CUAUHTEMOC,19.410775213523447,-99.16874539021302
3111,3111,40128.61736334405,311.0,departamento,3.0,4.0,2.0,DEL VALLE III,BENITO JUAREZ,19.3845467,-99.164603
9092,9092,29473.68421052632,95.0,departamento,2.0,2.0,2.0,MIRAVALLE,BENITO JUAREZ,19.36149,-99.14159
201,201,72000.0,150.0,departamento,2.0,2.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.433333,-99.2
4128,4128,27826.08695652174,115.0,departamento,2.0,2.0,2.0,EL CONTADERO,CUAJIMALPA DE MORELOS,19.3508445,-99.2974216
2966,2966,14328.684210526317,95.0,casa,4.0,2.0,2.0,NARVARTE V,BENITO JUAREZ,19.3869695,-99.1551099
3237,3237,58000.0,97.0,departamento,2.0,2.0,2.0,ANAHUAC II,MIGUEL HIDALGO,19.4397795185182,-99.18223266613158
3004,3004,52350.51546391752,97.0,departamento,2.0,2.0,2.0,DEL VALLE III,BENITO JUAREZ,19.3852603,-99.1658404
1266,1266,52142.857142857145,140.0,departamento,2.0,2.0,2.0,HIPODROMO I,CUAUHTEMOC,19.4135372,-99.1663948
6540,6540,16680.765625,64.0,casa,3.0,4.0,2.0,TEPEYAC INSURGENTES,GUSTAVO A. MADERO,19.479924,-99.122723
211,211,87097.02393617021,376.0,departamento,2.0,2.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.433333,-99.2
2692,2692,88053.89221556886,167.0,departamento,2.0,2.0,2.0,CHAPULTEPEC MORALES (POLANCO),MIGUEL HIDALGO,19.4321476,-99.1847939
5077,5077,28155.33980582524,206.0,departamento,2.0,2.0,2.0,INSURGENTES CUICUILCO,COYOACAN,19.3050187,-99.1815494
8416,8416,27933.82352941177,136.0,departamento,2.0,2.0,2.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
8432,8432,50763.35877862595,131.0,departamento,2.0,2.0,2.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
1271,1271,52142.857142857145,140.0,departamento,2.0,2.0,2.0,HIPODROMO I,CUAUHTEMOC,19.4135372,-99.1663948
4956,4956,70686.37719298246,114.0,departamento,2.0,2.0,2.0,ALPES,ALVARO OBREGON,19.3596395,-99.1928085
2994,2994,52350.51546391752,97.0,departamento,2.0,2.0,2.0,DEL VALLE III,BENITO JUAREZ,19.3852603,-99.1658404
9079,9079,27416.666666666668,120.0,casa,2.0,2.0,2.0,COOPERATIVA CEHUAYO,ALVARO OBREGON,19.35838,-99.24223
1281,1281,86363.63636363637,110.0,departamento,2.0,2.0,2.0,HIPODROMO I,CUAUHTEMOC,19.40962,-99.17153
2697,2697,88053.89221556886,167.0,departamento,2.0,2.0,2.0,CHAPULTEPEC MORALES (POLANCO),MIGUEL HIDALGO,19.4321476,-99.1847939
5668,5668,57303.37078651685,89.0,departamento,2.0,2.0,2.0,LETRAN VALLE,BENITO JUAREZ,19.37703,-99.15648
183,183,57304.34782608696,115.0,departamento,2.0,2.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.433333,-99.2
2958,2958,51935.48387096774,93.0,departamento,2.0,2.0,2.0,NARVARTE V,BENITO JUAREZ,19.3860862,-99.1607589
8188,8188,13392.402684563758,149.0,casa,4.0,2.0,2.0,ARGENTINA ANTIGUA,MIGUEL HIDALGO,19.45617,-99.20324
3679,3679,52016.12903225807,62.0,departamento,2.0,2.0,2.0,ROMA SUR II,CUAUHTEMOC,19.40626,-99.16117
3251,3251,58000.0,97.0,departamento,2.0,2.0,2.0,ANAHUAC II,MIGUEL HIDALGO,19.4397795185182,-99.18223266613158
97,97,74786.32478632478,234.0,departamento,2.0,4.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.4360469,-99.1922883
3107,3107,57294.117647058825,85.0,departamento,2.0,2.0,2.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
3952,3952,84615.38461538461,130.0,departamento,2.0,2.0,2.0,CUAUHTEMOC,CUAUHTEMOC,19.4301319,-99.1641457
3024,3024,52000.0,115.0,departamento,2.0,2.0,2.0,DEL VALLE III,BENITO JUAREZ,19.3843867,-99.1647371
8425,8425,52120.53571428572,112.0,departamento,2.0,2.0,2.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
2069,2069,95505.61797752808,178.0,casa,3.0,4.0,2.0,IRRIGACION,MIGUEL HIDALGO,19.44177,-99.21192
3881,3881,71724.07194244604,139.0,departamento,2.0,2.0,2.0,ROMA NORTE III,CUAUHTEMOC,19.4141843,-99.1597255
3110,3110,52080.0,156.0,departamento,2.0,2.0,2.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
3883,3883,71724.07194244604,139.0,departamento,2.0,2.0,2.0,ROMA NORTE III,CUAUHTEMOC,19.4141843,-99.1597255
5535,5535,71794.8717948718,78.0,departamento,2.0,2.0,2.0,PEDREGAL DE SAN ANGEL (AMPL),COYOACAN,19.3048773,-99.2012885
5770,5770,30402.930402930404,273.0,departamento,4.0,4.0,2.0,ACTIPAN,BENITO JUAREZ,19.3713956,-99.1774799
108,108,84319.52662721893,169.0,departamento,2.0,4.0,2.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.4348433,-99.1915107
