,price,square_meters,bedrooms,bathrooms,parking_spaces,address,description,colony,latitude,longitude
1,2585000,59,2,1,3,OLIVAR DE LOS PADRES,DEPARTAMENTO OLIVAR DE LOS PADRES EXCELENTE PRECIO PARA INVERSION,LOS PADRES,19.3198377904,19.3198377904
2,4531142,0,2,2,1,NAPOLES,DEPARTAMENTOS EN PREVENTA COL. NAPOLES,NAPOLES,19.3936944672,19.3936944672
3,2850000,0,2,2,1,LA FAMA,"DEPARTAMENTO EN VENTA EN BARRIO LA FAMA, TLALPAN",LA FAMA,19.290834571,19.290834571
4,850000,49,2,1,1,MIXCOATL,VENDO DEPARTAMENTO  EN PLANTA BAJA A 10 MINUTOS DE METRO CONSTITUCION DE 1917,MIXCOATL,19.3250111235,19.3250111235
5,4500000,0,2,1,2,AMP GRANADA,VENTA - DEPARTAMENTO - CITY TOWERS - 64 M2 - PISO 5,GRANADA,19.4399132456,19.4399132456
6,2950000,0,2,2,1,LOMAS DEL CHAMIZAL,VENTA - DEPARTAMENTO - SECRETARIA DE MARINA - 74 M2 - PLANTA BAJA,LOMAS DEL CHAMIZAL,19.3931123205,19.3931123205
7,6950000,0,3,2,0,COL DEL VALLE CENTRO,"DEPARTAMENTO EN VENTA EN DEL VALLE CENTRO, BENITO JUAREZ, DISTRITO FEDERAL",BENITO JUAREZ,19.3296058799,19.3296058799
8,2949996,0,2,2,1,PORTALES SUR,DEPARTAMENTO EN VENTA CON 2 RECAMARAS EN LA COLONIA PORTALES SUR ODD 0289,,,
9,3447369,74,2,2,1,MIXCOAC,"DEPARTAMENTO EN VENTA EN PUNTO MIXCOAC, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
10,3500000,98,2,1,0,NAPOLES,DEPARTAMENTO EN VENTA CON 2 RECAMARAS EN LA COLONIA NAPOLES ODD 0230,NAPOLES,19.3936944672,19.3936944672
11,2695000,0,2,2,1,ALGARIN,DEPARTAMENTO EN VENTA CON DOS RECAMARAS EN LA COLONIA ALGARIN ODD 0182,ALGARIN,19.4055862513,19.4055862513
12,2650000,0,2,2,1,ALGARIN,"ULTIMO DEPARTAMENTO EN VENTA, VIADUCTO 154, ALGARIN, 2 RECAMARAS.",ALGARIN,19.4055862513,19.4055862513
13,6890000,0,3,2,2,CUAJIMALPA,DEPARTAMENTO CUAJIMALPA ESTADO DE MEXICO,,,
14,960000,105,2,2,2,MOCTEZUMA 2DA SECC,"GRAN APERTURA LA RIOJA DESDE $960,000.00",,,
15,20000000,414,3,3,4+,FLORIDA,ESPECTACULAR CASA EN COLONIA FLORIDA,FLORIDA,19.3570724615,19.3570724615
16,4700000,148,2,2,1,PORTALES SUR,"DEPARTAMENTO  EN VENTA EN SEVILLA 815 EN  BENITO JUAREZ,  CDMX,  3 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
17,4519278,124,2,2,2,PORTALES SUR,"DEPARTAMENTO  EN VENTA EN SEVILLA 815 EN  BENITO JUAREZ,  CDMX,  2 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
18,6500000,0,2,3,1,ACTIPAN,VENTA O RENTA DEPARTAMENTO CALLE TIGRE COLONIA DEL VALLE CIUDAD DE MEXICO,ACTIPAN,19.3698819161,19.3698819161
19,3797531,0,2,2,0,NARVARTE ORIENTE,"DEPARTAMENTO EN VENTA EN DR BARRAGAN COLONIA NARVARTE CIUDAD DE MEXICO, NUEVO",,,
20,960000,68,3,2,2,JUAREZ,"CASAS EN VENTA DESDE $960,000 A 40 MIN DE POTRERO",JUAREZ,19.4270038256,19.4270038256
21,14000000,102,4,3,3,COL DEL VALLE SUR,"DIVINA CASA EN CONDOMINIO EN MORAS, DEL VALLE SUR BENITO JUAREZ",BENITO JUAREZ,19.3296058799,19.3296058799
22,450000,0,2,3,2,LOMAS DE CHAPULTEPEC III SECC,VENTA - DEPARTAMENTO - LOMAS DE CHAPULTEPEC - 170 M2 - PISO 5,LOMAS DE CHAPULTEPEC,19.4228411174,19.4228411174
23,7500000,1000,3,3,2,LOMAS DE SANTA FE,"SANTA FE.    ,VENTA,   EXCELENTE DEPTO,  AV  SANTA FE",SANTA FE,19.3892631023,19.3892631023
24,5395000,110,1,2,0,HIPODROMO,DEPARTAMENTO EN VENTA COL HIPODROMO,,,
25,17800000,339,3,3,4+,PARQUES DEL PEDREGAL,DEPARTAMENTO NUEVO EN VENTA PEDREGAL 3 RECAMARAS,PARQUES DEL PEDREGAL,19.2998679547,19.2998679547
26,3250000,76,2,2,2,PROGRESO,CHIHUAHUA PROGRESO TIZAPAN,PROGRESO TIZAPAN,19.3398979151,19.3398979151
27,1220000,0,2,1,0,ARENAL 4TA SECC,DEPARTAMENTOS NUEVOS EN ARENAL VENUSTIANO CARRANZA,ARENAL,19.4652942835,19.4652942835
28,12195000,448,4,3,4+,LOS REYES,"CASA SOLA COYOACAN, CRUZ VERDE",LOS REYES,19.3962000156,19.3962000156
29,3090000,110,3,1,1,LOS REYES,VENTA DEPARTAMENTO EN EL ROSEDAL COYOACAN,LOS REYES,19.3962000156,19.3962000156
30,7600000,200,4,2,4+,DR ALFONSO ORTIZ TIRADO,CASA SOLA EN VENTA ALFONSO ORTIZ TIRADO,DR ALFONSO ORTIZ TIRADO,19.3854169212,19.3854169212
31,1800000,59,2,2,1,CONSTITUCION DE LA REPUBLICA,FERROCARRIL HIDALGO,CONSTITUCION DE LA REPUBLICA,19.4834013346,19.4834013346
32,996000,90,2,1,1,CENTRO HISTORICO DE LA CDAD. DE MEXICO,CASA EN VENTA 3 R CON LOCAL COMERCIAL A 40 MIN DE LA CDMX,,,
33,1800000,59,2,2,1,CONSTITUCION DE LA REPUBLICA,RESIDENCIAL FERROCARRIL HIDALGO,CONSTITUCION DE LA REPUBLICA,19.4834013346,19.4834013346
34,2249760,0,3,2,2,AMP LA NORIA,DEPARTAMENTO VENTA LA NORIA,LA NORIA,19.262957816,19.262957816
35,11500000,292,5,4+,4+,BOSQUES DE TARANGO,REMATE CASA EN VENTA EN BOSQUE DE TARANGO,BOSQUES DE TARANGO,19.3471400096,19.3471400096
36,5300000,0,3,2,2,PROGRESO,"DEPARTAMENTO EN OLIVAR DE LOS PADRES, SAN ANGEL",SAN ANGEL,19.3456616645,19.3456616645
37,3250000,0,3,2,1,SAN CLEMENTE SUR,VENTA DEPARTAMENTO LAS AGUILAS SAN CLEMENTE SUR,SAN CLEMENTE,19.3493092254,19.3493092254
38,6490000,487,4,4+,3,MEXICO D.F.,CASA EN VENTA SAN ANDRES TOTOLTEPEC TLALPAN,,,
39,6300000,0,2,2,2,COL DEL VALLE SUR,VENTA DEPARTAMENTO DEL VALLE SUR,,,
40,3800000,0,2,2,1,ANZURES,DEPARTAMENTO EN VENTA EN  LA CALLE DE HERODOTO COLONIA  ANZURES CIUDAD DE MEXICO,ANZURES,19.4314355481,19.4314355481
41,6300000,0,2,2,2,COL DEL VALLE SUR,DEPARTAMENTO EN VENTA DEL VALLE SUR,,,
42,13600000,285,3,3,3,LA ROSITA,DEPARTAMENTO REFORMA SANTA FE,SANTA FE,19.3892631023,19.3892631023
43,22800000,473,5,4+,4+,DEL CARMEN,CASA EN VENTA EN DEL  CARMEN COYOACAN (BERLIN),EL CARMEN,19.2452198892,19.2452198892
44,5300000,0,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN VENTA EN RIO EBRO, CUAUHTEMOC",CUAUHTEMOC,19.3200700913,19.3200700913
45,695000,0,2,1,1,SAN JUAN XALPA,DEPARTAMENTO SAN JUAN XALPA,SAN JUAN,19.3783640536,19.3783640536
46,15450000,0,2,3,2,GRANJAS PALO ALTO,"DEPARTAMENTO  EN VENTA, PRIVADA DE TAMARINDOS, CUAJIMALPA",,,
47,11900000,0,3,3,3,BOSQUES DE LAS LOMAS,DEPARTAMENTO TEJOCOTES,BOSQUES DE LAS LOMAS,19.4035606676,19.4035606676
48,1380000,0,1,1,0,SINATEL,EXCELENTE DEPARTAMENTO EN COL SINATEL,SINATEL,19.3612361681,19.3612361681
49,30000000,26000,3,4+,0,CDMX,"FINCA EN VENTA EN TLALPAN, 26000M2 HACIENDA EL CORTIJO EN CARRETERA MEXICO-CUERNAVACA /TLALPAN",,,
50,895000,0,2,1,0,MERCED BALBUENA,DEPARTAMENTO EN VENTA MERCED BALBUENA,MERCED BALBUENA,19.4203027064,19.4203027064
51,4760000,0,2,2,2,PORTALES SUR,"DEPARTAMENTO NUEVO EN VENTA SOBRE POPOCATEPETL, CERCA DE COYOACAN",POPO,19.4457823588,19.4457823588
52,770000,90,3,2,2,ROMA NTE.,CASAS EN VENTA 3 RECAMARAS CERCA DE CDMX CERCA DE LA CDMX Y PLAZA COMERCIAL,,,
53,5100000,0,2,2,2,CONTADERO,DEPARTAMENTO EN SANTA FE CONTADERO EN VENTA.,SANTA FE,19.3892631023,19.3892631023
54,6900000,0,2,2,2,GRANADA,DEPARTAMENTO EN VENTA EN PARQUES POLANCO,GRANADA,19.4399132456,19.4399132456
55,12000000,245,3,3,3,ROMA SUR,CASA EN VENTA COLONIA ROMA,,,
56,13000000,0,3,3,3,LA ROSITA,DEPARTAMENTO EN VENTA RESIDENCIAL ALCAZAR,,,
57,5637402,0,1,1,1,ANAHUAC I SECC,DEPARTAMENTO EN VENTA EN HARES POLANCO,ANAHUAC I,19.4471950354,19.4471950354
58,2050000,0,2,1,1,TLAXPANA,DEPARTAMENTO EN VENTA EN COL. TLAXPANA,TLAXPANA,19.4406504483,19.4406504483
59,6200000,87,3,2,2,CUAJIMALPA,CASA EN CONDOMINIO EN RENTA O VENTA EN CUAJIMALPA,,,
60,27900000,1000,5,4+,4+,SAN JERONIMO LIDICE,CASA EN VENTA CON 5 RECAMARAS EN LA COLONIA SAN JERONIMO LIDICE ODC 0200,,,
61,960000,105,3,3,1,LOMAS DE SANTA FE,"CASAS EN VENTA RESIDENCIALES DESDE $960,000 ALBERCA ZONA NORTE",SANTA FE,19.3892631023,19.3892631023
62,960000,105,3,2,2,PUEBLA,"CASAS EN VENTA DESDE $960,000 RESIDENCIALES CON ALBERCA",PUEBLA,19.4093895139,19.4093895139
63,3408000,65,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN VENTA, CUAUHTEMOC 710, 2 RECAMARAS, 2 BANOS, 1ESTACIONAMIENTOS.",CUAUHTEMOC,19.3200700913,19.3200700913
64,7504400,130,2,2,2,COL DEL VALLE NTE,"DEPARTAMENTO EN VENTA, AMAYA, COL. DEL VALLE, 2 RECAMARAS, 2 BANOS, 2 ESTACIONAMIENTOS.",,,
65,5649300,127,2,2,3,XOCO,"DEPARTAMENTO EN VENTA,ATMOSFERA COYOACAN,  1 RECAMARA, 2 BANOS, 2 ESTACIONAMIENTOS.",XOCO,19.3618327938,19.3618327938
66,46818000,274,2,2,3,RINCON DEL BOSQUE,"DEPARTAMENTO EN VENTA, RUBEN DARIO 43, COL. POLANCO, 2 RECAMARAS, 2 BANOS, 3 ESTACIONAMIENTOS.",DEL BOSQUE,19.544807773,19.544807773
67,3226000,63,2,2,1,STA MARIA LA RIBERA,"DEPARTAMENTO EN VENTA, LIFE SANTA MARIA, 2 RECAMARAS, 2 BANOS, 1 ESTACIONAMIENTO.",,,
68,4657000,94,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN VENTA, SPLENDOR ANAXAGORAS 363, 2 RECAMARAS, 2 BANOS, 1 ESTACIONAMIENTO.",,,
69,6033000,102,2,2,2,COLONIA CONDESA,"DEPARTAMENTO EN VENTA,MOCA, 2 RECAMARAS, 2 BANOS, 2 ESTACIONAMIENTOS",CONDESA,19.4147504858,19.4147504858
70,13000000,344,3,3,3,MEXICO D.F.,"DEPARTAMENTO DE LUJO EN ZONA SUR SAN JERONIMO, CON ROOF GARDEN, SUPERVIA, A 15 MIN DE SANTA FE, D...",SANTA FE,19.3892631023,19.3892631023
71,6550000,129,3,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO PANUCO 140, CUAUHTEMOC, 3 RECAMARAS.",CUAUHTEMOC,19.3200700913,19.3200700913
72,5395000,110,1,2,0,HIPODROMO,DEPARTAMENTO EN VENTA COL HIPODROMO,,,
73,7504400,83,2,2,2,ANZURES,"VENTA DE DEPARTAMENTO, AMAYA, 2 RECAMARAS, 2 BANOS Y 2 ESTACIONAMIENTO.",ANZURES,19.4314355481,19.4314355481
74,50952476,333,3,4+,3,POLANCO III SECC,"VENTA DE DEPARTAMENTO, EDGAR ALLAN POE 327, 3 RECAMARAS, 4 BANOS Y 3 ESTACIONAMIENTOS",,,
75,3546800,60,2,2,0,PARQUE SAN ANDRES,"DEPARTAMENTO EN VENTA, AV. DIVISION DEL NORTE 2884, 2 RECAMARAS, 2 BANOS, DOS ESTACIONAMIENTOS",PARQUE SAN ANDRES,19.3457136742,19.3457136742
76,4197100,108,2,2,1,STA MARIA LA RIBERA,"DEPARTAMENTO EN VENTA, DR ATL. 238, 2 RECAMARAS, 2 BANOS, 1 ESTACIONAMIENTO.",,,
77,4255900,98,2,1,1,CONTADERO,"DEPARTAMENTO EN VENTA, VISTA AL BOSQUE, 1 RECAMARA, 1.5 BANOS, 1 ESTACIONAMIENTO.",,,
78,3990000,60,1,2,1,VERONICA ANZURES,"DEPARTAMENTO EN VENTA, VERONICA ANZURES, 1 RECAMARA, 2 BANOS, 1 ESTACIONAMIENTO.",VERONICA ANZURES,19.4364110927,19.4364110927
79,1495000,49,2,1,1,SIMON BOLIVAR,"DEPARTAMENTO EN VENTA, BALBOAS, DOS RECAMARAS, UN BANO, UN ESTACIONAMIENTO.",,,
80,5365800,86,2,2,2,AMP GRANADA,"DEPARTAMENTO EN VENTA, NUPOL, LAGO ANDROMACO 1, 2 RECAMARAS, 2 BANOS, 2 ESTACIONAMIENTOS.",GRANADA,19.4399132456,19.4399132456
81,4579000,73,2,2,1,NAPOLES,"DEPARTAMENTO EN VENTA, WISCONSIN 26, 2 RECAMARAS, 2 BANOS, 1 ESTACIONAMIENTO.",NAPOLES,19.3936944672,19.3936944672
82,4325700,78,2,2,2,ADOLFO LOPEZ MATEOS,"DEPARTAMENTO EN VENTA, FOCUS CUAJIMALPA, 2 RECAMARAS, 2 BANOS, 2 ESTACIONAMIENTOS.",ADOLFO LOPEZ MATEOS,19.4200520013,19.4200520013
83,4650000,112,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN VENTA, SKY VIEW 997, 2 RECAMARAS, 2 BANOS, 2 ESTACIONAMIENTOS.",,,
84,3655800,91,2,2,2,PORTALES SUR,"DEPARTAMENTO EN VENTA, POPOCATEPETL 74, 2 RECAMARAS, 2 BANOS, 2 ESTACIONAMIENTOS.",POPO,19.4457823588,19.4457823588
85,5365800,86,2,2,2,AMP GRANADA,"DEPARTAMENTO EN VENTA, NUPOL, LAGO ANDROMACO #1, 2 RECAMARAS, 2 BANOS, 2 ESTACIONAMIENTOS.",GRANADA,19.4399132456,19.4399132456
86,950000,71,2,1,1,SAN JUAN XALPA,AMPLIO DEPARTAMENTO CERCA DEL METRO CALLE 11,SAN JUAN,19.3783640536,19.3783640536
87,2500000,68,2,2,1,ZACAHUITZCO,"DEPARTAMENTO EN VENTA, BENITO JUAREZ",BENITO JUAREZ,19.3296058799,19.3296058799
88,1111000,90,3,2,2,POPOTLA,INMUEBLE EN VENTA CERCA DE LA CIUDAD DE MEXICO,POPO,19.4457823588,19.4457823588
89,1111000,90,3,2,2,LOMAS DE CHAPULTEPEC,PREVENTA DE INMUEBLE CON ALBERCA EN PRIVADA A 40 MIN DE LA CIUDAD DE MEXICO,LOMAS DE CHAPULTEPEC,19.4228411174,19.4228411174
90,4629000,213,3,3,2,LOMAS DE PADIERNA,PREVENTA CASAS MODERNAS EN AJUSCO CIUDAD DE MEXICO,MODERNA,19.395254545,19.395254545
91,2954300,0,1,1,1,PORTALES NTE,DEPARTAMENTO PH NUEVO PORTALES NORTE,,,
92,1200000,45,2,1,1,BUENAVISTA,EXCELENTE DEPARTAMENTO EN VENTA EN PROLONGACION GUERRERO 2 RECAMARAS 2O PISO,,,
93,11000000,205,5,3,0,VERTIZ NARVARTE,"CASA EN VENTA EN  LA NARVARTE  BENITO JUAREZ, CIUDAD DE MEXICO",BENITO JUAREZ,19.3296058799,19.3296058799
94,6200000,86,2,1,2,POLANCO IV SECC,MAGNIFICO DEPARTAMENTO EN VENTA DE 2 RECAMARAS EN ARQUIMEDES POLANCO,,,
95,5550000,0,2,2,2,ESCANDON I SECC,DEPTO DE 2 RECAMARAS EN VENTA CON TERRAZA EN ESCANDON,ESCANDON I,19.4040332209,19.4040332209
96,850000,49,2,1,1,MIXCOATL,VENDO DEPARTAMENTO  EN PLANTA BAJA A 10 MINUTOS DE METRO CONSTITUCION DE 1917,MIXCOATL,19.3250111235,19.3250111235
97,4500000,0,2,1,2,AMP GRANADA,VENTA - DEPARTAMENTO - CITY TOWERS - 64 M2 - PISO 5,GRANADA,19.4399132456,19.4399132456
98,2950000,0,2,2,1,LOMAS DEL CHAMIZAL,VENTA - DEPARTAMENTO - SECRETARIA DE MARINA - 74 M2 - PLANTA BAJA,LOMAS DEL CHAMIZAL,19.3931123205,19.3931123205
99,6950000,0,3,2,0,COL DEL VALLE CENTRO,"DEPARTAMENTO EN VENTA EN DEL VALLE CENTRO, BENITO JUAREZ, DISTRITO FEDERAL",BENITO JUAREZ,19.3296058799,19.3296058799
100,2949996,0,2,2,1,PORTALES SUR,DEPARTAMENTO EN VENTA CON 2 RECAMARAS EN LA COLONIA PORTALES SUR ODD 0289,,,
101,3447369,74,2,2,1,MIXCOAC,"DEPARTAMENTO EN VENTA EN PUNTO MIXCOAC, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
102,3500000,98,2,1,0,NAPOLES,DEPARTAMENTO EN VENTA CON 2 RECAMARAS EN LA COLONIA NAPOLES ODD 0230,NAPOLES,19.3936944672,19.3936944672
103,2695000,0,2,2,1,ALGARIN,DEPARTAMENTO EN VENTA CON DOS RECAMARAS EN LA COLONIA ALGARIN ODD 0182,ALGARIN,19.4055862513,19.4055862513
104,2650000,0,2,2,1,ALGARIN,"ULTIMO DEPARTAMENTO EN VENTA, VIADUCTO 154, ALGARIN, 2 RECAMARAS.",ALGARIN,19.4055862513,19.4055862513
105,6890000,0,3,2,2,CUAJIMALPA,DEPARTAMENTO CUAJIMALPA ESTADO DE MEXICO,,,
106,960000,105,2,2,2,MOCTEZUMA 2DA SECC,"GRAN APERTURA LA RIOJA DESDE $960,000.00",,,
107,20000000,414,3,3,4+,FLORIDA,ESPECTACULAR CASA EN COLONIA FLORIDA,FLORIDA,19.3570724615,19.3570724615
108,4700000,148,2,2,1,PORTALES SUR,"DEPARTAMENTO  EN VENTA EN SEVILLA 815 EN  BENITO JUAREZ,  CDMX,  3 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
109,4519278,124,2,2,2,PORTALES SUR,"DEPARTAMENTO  EN VENTA EN SEVILLA 815 EN  BENITO JUAREZ,  CDMX,  2 RECAMARAS.",BENITO JUAREZ,19.3296058799,19.3296058799
110,6500000,0,2,3,1,ACTIPAN,VENTA O RENTA DEPARTAMENTO CALLE TIGRE COLONIA DEL VALLE CIUDAD DE MEXICO,ACTIPAN,19.3698819161,19.3698819161
111,3797531,0,2,2,0,NARVARTE ORIENTE,"DEPARTAMENTO EN VENTA EN DR BARRAGAN COLONIA NARVARTE CIUDAD DE MEXICO, NUEVO",,,
112,960000,68,3,2,2,JUAREZ,"CASAS EN VENTA DESDE $960,000 A 40 MIN DE POTRERO",JUAREZ,19.4270038256,19.4270038256
113,14000000,102,4,3,3,COL DEL VALLE SUR,"DIVINA CASA EN CONDOMINIO EN MORAS, DEL VALLE SUR BENITO JUAREZ",BENITO JUAREZ,19.3296058799,19.3296058799
114,450000,0,2,3,2,LOMAS DE CHAPULTEPEC III SECC,VENTA - DEPARTAMENTO - LOMAS DE CHAPULTEPEC - 170 M2 - PISO 5,LOMAS DE CHAPULTEPEC,19.4228411174,19.4228411174
115,7500000,1000,3,3,2,LOMAS DE SANTA FE,"SANTA FE.    ,VENTA,   EXCELENTE DEPTO,  AV  SANTA FE",SANTA FE,19.3892631023,19.3892631023
116,11200000,0,3,2,1,POLANCO I SECC,DEPARTAMENTO EN VENTA EN POLANCO,,,
117,3849500,107,2,2,1,PORTALES ORIENTE,"DEPARTAMENTO EN PREVENTA EN REPUBLICAS 37, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
118,2786945,73,2,2,1,ZACAHUITZCO,"DEPARTAMENTOS EN PREVENTA EN LOURDES 50, COLONIA ZACAHUITZO, 2 RECAMARAS",ZACAHUITZCO,19.3744993934,19.3744993934
119,450000,0,2,3,2,LOMAS DE CHAPULTEPEC III SECC,VENTA - DEPARTAMENTO - LOMAS DE CHAPULTEPEC - 170 M2 - PISO 5,LOMAS DE CHAPULTEPEC,19.4228411174,19.4228411174
120,7500000,1000,3,3,2,LOMAS DE SANTA FE,"SANTA FE.    ,VENTA,   EXCELENTE DEPTO,  AV  SANTA FE",SANTA FE,19.3892631023,19.3892631023
121,13650000,353,5,4+,3,FUENTES DEL PEDREGAL,"AMPLIA CASA EN VENTA EN FUENTE DE LA LUNA, FUENTES DEL PEDREGAL TLALPAN",FUENTES DEL PEDREGAL,19.3038504522,19.3038504522
122,7180000,0,3,2,2,SAN JUAN,CASA EN VENTA DE 3 RECAMARAS EN BENITO JUAREZ,BENITO JUAREZ,19.3296058799,19.3296058799
123,18910000,0,3,3,3,LOMAS DE SANTA FE,OPORTUNIDAD DE PH  AMUEBLADO EN RESIDENCIAL REFORMA SANTA FE TORRE GIRALTA,SANTA FE,19.3892631023,19.3892631023
124,13650000,353,5,4+,2,FUENTES DEL PEDREGAL,"VENDO AMPLIA CASA EN FUENTES DEL PEDREGAL, TLAPLAN",FUENTES DEL PEDREGAL,19.3038504522,19.3038504522
125,2503650,56,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
126,2271100,50,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
127,2221180,50,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
128,2498650,56,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
129,2221180,50,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
130,2226180,50,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
131,2448290,58,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
132,2453290,58,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
133,2236180,50,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
134,1950000,58,2,1,1,SANTO DOMINGO,"DEPTOS EN AZCAPOTZALCO CENTRO $1,950,000 CONCRETA CITA Y CONOCELOS SIN COMPROMISO.",,,
135,7800000,149,3,2,3,COL DEL VALLE CENTRO,DEPARTAMENTO EN VENTA COLONIA DEL VALLE,,,
136,4750000,0,3,2,2,STA. URSULA COAPA,BE GRAND COYOACAN - TLALPAN 2971 COL. EL RELOJ,EL RELOJ,19.3182730247,19.3182730247
137,2200000,0,3,2,1,ALIANZA POPULAR REVOLUCIONARIA,VENTA DEPARTAMENTO EN VILLA COAPA,REVOLUCION,19.439002299,19.439002299
138,4350000,68,2,2,1,ACACIAS,DEPARTAMENTO EN VENTA BENITO JUAREZ ACACIAS,BENITO JUAREZ,19.3296058799,19.3296058799
139,2221180,50,2,1,1,OBRERA,"DEPARTAMENTO EN PREVENTA EN PARQUE CENTRAL, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
140,9900000,500,5,4+,3,SAN MATEO TLALTENANGO,CASA EN VENTA SAN MATEO TLATENANGO CUAJIPALPA,SAN MATEO,19.483157965,19.483157965
141,4000000,83,2,2,2,XOCO,EJE 8 POPOCATEPTL XOCO,XOCO,19.3618327938,19.3618327938
142,10973000,0,2,2,3,ROMA NTE.,"VENTA DEPARTAMENTO  ROMA NORTE, 2 RECAMARAS, ROOF  Y VIGILANCIA 24/7",,,
143,6480000,230,3,2,2,ALCANTARILLA,CASA EN CONDOMINIO EN EL BOSQUE,EL BOSQUE,19.3928429751,19.3928429751
144,32000000,0,2,2,3,CUAUHTEMOC,"DEPARTAMENTO EN VENTA REFORMA, ST REGIS",CUAUHTEMOC,19.3200700913,19.3200700913
145,15000000,366,4,4+,3,PEDREGAL DE CARRASCO SECC A,DEPARTAMENTO EN VENTA COYOACAN PEDREGAL,,,
146,10500000,126,2,2,2,GRANADA,DEPARTAMENTO EN VENTA MIGUEL HIDALGO POLANCO,MIGUEL HIDALGO,19.4359898482,19.4359898482
147,6500000,110,2,2,2,ANAHUAC I SECC,DEPARTAMENTO EN VENTA MIGUEL HIDALGO POLANCO,MIGUEL HIDALGO,19.4359898482,19.4359898482
148,5400000,190,4,3,2,AGRICOLA PANTITLAN,HERMOSA RESIDENCIA 190 M2 CON TERRENO SIN CONSTRUCCION 95 M2,,,
149,6490000,225,4,3,4+,REFORMA IZTACCIHUATL SUR,CASA EN VENTA IZTACALCO,REFORMA IZTACCIHUATL SUR,19.3776166248,19.3776166248
150,3700000,0,2,2,1,ROMA SUR,DEPARTAMENTO EN  VENTA,,,
151,1833081,48,2,1,1,GRANJAS MEXICO,PLUTARCO 21 - GRANJAS MEXICO | 2 HAB.,,,
152,2300000,110,3,2,1,SAN IGNACIO,CASAS EN IZTAPALAPA CERCANAS A LA CENTRAL DE ABASTOS DE 3 RECAMARAS EN PRIVADA.,,,
153,1200000,60,2,1,0,SANTA BARBARA,DEPARTAMENTO EN AZCAPOTZALCO EN LA UNIDAD FERRERIA ATRAS DE LA ARENA CDMX DE 2 RECAMARAS,FERRERIA,19.5032875621,19.5032875621
154,14500000,0,3,2,2,LOMAS DE SANTA FE,VENTA INCREIBLE DEPARTAMENTO CON TERRAZA AMSTERDAM CITY STA FE,SANTA FE,19.3892631023,19.3892631023
155,18000000,0,3,3,2,CHAPULTEPEC MORALES,VENTA DEPARTAENTO PH POLANCO M HIDALGO CDMX,,,
156,6350000,100,2,2,2,HIPODROMO,DEPARTAMENTO EN VENTA COL CONDESA 100M2,CONDESA,19.4147504858,19.4147504858
157,10500000,350,3,3,2,CONTADERO,VENTA EXCELENTE CASA EN CALLE PRIVADA DE TEJOCOTES 33A CONTADERO CUAJIMALPACDMX,TEJOCOTE,19.3828144788,19.3828144788
