,price,square_meters,bedrooms,bathrooms,parking_spaces,address,description,colony,latitude,longitude
954,10843000,167,3,3,2,SAN MATEO,"DEPARTAMENTOS EN PREVENTA EN TRES CUMBRES, SAN MATEO TLALTENANGO, 3 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
955,35383500,610,3,4+,4+,SAN MATEO TLALTENANGO,"DEPARTAMENTO EN PREVENTA EN ENCINAR, COL. SAN MATEO TLALTENANGO, 3 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
956,25270000,363,3,4+,4+,SAN MATEO TLALTENANGO,"DEPARTAMENTO EN PREVENTA EN ENCINAR, COL. SAN MATEO TLALTENANGO, 3 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
957,27371500,394,4,4+,4+,SAN MATEO TLALTENANGO,"DEPARTAMENTO EN PREVENTA EN ENCINAR, COL. SAN MATEO TLALTENANGO, 4 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
958,45004000,573,4,4+,4+,SAN MATEO TLALTENANGO,"DEPARTAMENTO EN PREVENTA EN ENCINAR, COL. SAN MATEO TLALTENANGO, 4 RECAMARAS.",SAN MATEO,19.483157965,19.483157965
959,10800000,0,3,2,1,HIPODROMO,DEPARTAMENTO CON BALCON EN VENTA EN LA CONDESA SOBRE AMSTERDAM,CONDESA,19.4147504858,19.4147504858
960,6900000,0,2,3,2,HIPODROMO,DEPARTAMENTO EXTERIOR EN VENTA EN AV AMSTERDAM CONDESA,CONDESA,19.4147504858,19.4147504858
961,5200000,121,2,2,1,JUAREZ,SE VENDE DEPARTAMENTO A UNOS METROS DE PASEO DE LA REFORMA PRECIO CON DESCUENTO,JUAREZ,19.4270038256,19.4270038256
962,3850000,509,2,3,3,POLANCO V SECC,SE VENDE DEPARTAMENTO DE LUJO EN ZONA EXCLUSIVA DE POLANCO,,,
963,4800000,104,1,2,2,NATIVITAS,SE VENDE DEPARTAMENTO NUEVO TIPO LOFT A UNA CUADRA DE TLALPAN EN LA BENITO JUAREZ,BENITO JUAREZ,19.3296058799,19.3296058799
964,1400000,0,3,1,0,LINDAVISTA VALLEJO II SECC,"DEPARTAMENTO EN VENTA EN LINDAVISTA VALLEJO I SECCION, GUSTAVO A. MADERO, DISTRITO FEDERAL",VALLEJO I,19.4678259013,19.4678259013
965,6500000,110,2,2,2,ANAHUAC I SECC,DEPARTAMENTO EN VENTA MIGUEL HIDALGO POLANCO,MIGUEL HIDALGO,19.4359898482,19.4359898482
966,2300000,67,2,1,1,NINOS HEROES,DEPARTAMENTO EN VENTA ALCALDIA BENITO JUAREZ EN EXCELENTE ESTADO DE CONSERVACION,BENITO JUAREZ,19.3296058799,19.3296058799
967,5990000,0,3,2,2,VERTIZ NARVARTE,"DEPARTAMENTO EN VENTA EN VERTIZ NARVARTE $5,990,000 !!!",VERTIZ NARVARTE,19.3819977642,19.3819977642
968,5990000,122,2,2,1,HIPODROMO,CONDESA DEPARTAMENTO NUEVO LEON,CONDESA,19.4147504858,19.4147504858
969,3408000,64,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN VENTA EN CUAUHTEMOC NO. 710, NARVARTE PONIENTE, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
970,6200000,0,3,2,1,ROMA NTE.,"VENDO DEPARTAMENTO EN LA ROMA $6,200,000",,,
971,4239000,82,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN ADARA NARVARTE, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
972,2831000,65,3,2,2,ADOLFO LOPEZ MATEOS,"DEPARTAMENTO EN VENTA EN ENTTORNO, MANZANASTITLA, 3 RECAMARAS",ADOLFO LOPEZ MATEOS,19.4200520013,19.4200520013
973,10500000,278,0,0,0,OBRERA,EDIFICIO EN VENTA CON USO COMERCIAL COLONIA OBRERA,,,
974,6989000,153,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN ADARA NARVARTE, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
975,3258000,69,1,1,1,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN ADARA NARVARTE, BENITO JUAREZ, CDMX, 1 RECAMARA",BENITO JUAREZ,19.3296058799,19.3296058799
976,4020000,117,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN PREVENTA EN ADARA NARVARTE, BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
977,4875300,0,2,2,3,XOCO,"DEPARTAMENTO EN VENTA ATMOSFERA COYOACAN  EN  BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
978,1450000,54,2,1,1,PENSIL NTE.,A 10 MINUTOS DE PLAZA CARSO Y POLANCO CDMX,,,
979,2699999,63,2,2,1,STA MARIA LA RIBERA,A ESPALDAS DE JARDIN MASCARONES Y RIBERA DE SAN COSME CDMX,,,
980,2599999,63,2,2,2,POPO,A 3 MINUTOS DE PLAZA CARSO CDMX,POPO,19.4457823588,19.4457823588
981,2780000,90,1,1,1,SAN PEDRO DE LOS PINOS,A UNOS PASOS DE LA ESCANDON Y PLAZA METROPOLI CDMX,SAN PEDRO DE LOS PINOS,19.3888622721,19.3888622721
982,6100000,180,3,3,3,VERGEL DE COYOACAN,CASA EN VENTA EN COAPA VERGEL DE COYOACAN TLALPAN,,,
983,4800000,119,3,2,2,LORETO Y CAMPAMENTO,DEPARTAMENTO EN VENTA ALVARO OBREGON SAN JERONIMO LA OTRA BANDA,ALVARO OBREGON,19.4127921222,19.4127921222
984,5350000,574,4,2,4+,SANTA MARTHA ACATITLA,"CASA EN VENTA 4 RECAMARAS, SALON SOCIAL, JARDIN. EXCELENTE PARA CONVIVIR CON AMIGOS IZTAPALAPA CDMX",SANTA MARTHA ACATITLA,19.3708759874,19.3708759874
985,2954300,0,1,1,1,PORTALES NTE,DEPARTAMENTO EN PROMOCION CON BALCON EN PORTALES NORTE CDMX,,,
986,7800000,162,1,1,2,COLONIA CONDESA,"DEPARTAMENTO EN VENTA EN HIPODROMO CONDESA, 1 RECAMARA, 3 NIVELES, ROOF GARDEN",HIPODROMO CONDESA,19.4093352026,19.4093352026
987,1715000,59,1,1,0,PENSADOR MEXICANO,"DEPARTAMENTO EN VENTA EN CDMX, PENSADOR MEXICANO, VENUSTIANO CARRANZA",VENUSTIANO CARRANZA,19.43921016,19.43921016
988,4700000,0,3,2,2,NARVARTE ORIENTE,DEPARTAMENTO 3 RECAMARAS 2 ESTACIONAMIENTOS INDEPENDIENTES,,,
989,2750000,65,2,1,1,CUAJIMALPA,"DEPARTAMENTO EN VENTA EN RESIDENCIAL LAS TERRAZAS, CUAJIMALPA, 2 RECAMARAS.",,,
990,15500000,260,6+,4+,2,LETRAN VALLE,VENTA CASA EN LETRAN VALLE CON USO DE SUELO PROPIA PARA OFICINAS O REMODELACION,LETRAN VALLE,19.3761321539,19.3761321539
991,1800000,0,2,2,1,SAN PEDRO DE LOS PINOS,"VENTA  DEPTO. 2 RECAMARAS, 2 BANOS,  ESTAC,TO. COL. SAN PEDRO DE LOS PINOS",SAN PEDRO DE LOS PINOS,19.3888622721,19.3888622721
992,4462676,92,3,2,2,CULHUACAN X A,"DEPARTAMENTO  EN VENTA EN INSPIRIA COYOACAN, CDMX, 3 RECAMARAS",,,
993,3774293,83,2,2,2,CULHUACAN X A,"DEPARTAMENTO  EN PREVENTA EN INSPIRIA COYOACAN, CDMX, 2 RECAMARAS",,,
994,4280690,85,2,2,2,CULHUACAN X A,"DEPARTAMENTO  EN VENTA EN INSPIRIA COYOACAN, CDMX, 2 RECAMARAS",,,
995,3375195,77,2,2,1,CULHUACAN X A,"DEPARTAMENTO  EN PREVENTA EN INSPIRIA COYOACAN, CDMX, 2 RECAMARAS",,,
996,1697000,0,2,1,1,SAN JOAQUIN,"RINCONADA ALLENDE, A 10 MINUTOS DE POLANCO",SAN JOAQUIN,19.4538864184,19.4538864184
997,4670000,0,2,2,2,COL DEL VALLE CENTRO,"AV. COYOACAN DEPARTAMENTO (EXTERIOR, UNICAMENTE 15 DEPARTAMENTOS)",,,
998,15990000,0,2,3,2,POLANCO IV SECC,GALILEO POLANCO IV SECCION,,,
999,3112182,62,2,2,0,ANAHUAC I SECC.,"DEPARTAMENTO  EN PREVENTA EN INSPIRIA ANAHUAC, MIGUEL HIDALGO, CDMX, 2 RECAMARAS",MIGUEL HIDALGO,19.4359898482,19.4359898482
1000,3255516,62,2,2,1,ANAHUAC I SECC.,"DEPARTAMENTO  EN PREVENTA EN INSPIRIA ANAHUAC, MIGUEL HIDALGO, CDMX, 2 RECAMARAS",MIGUEL HIDALGO,19.4359898482,19.4359898482
1001,2900000,68,2,2,2,SAN JUAN,"ULTIMOS DEPARTAMENTOS, REVOLUCION 793, COL NONOALCO, 2 RECAMARAS.",REVOLUCION,19.439002299,19.439002299
1002,3387249,68,2,2,1,ANAHUAC I SECC.,"DEPARTAMENTO  EN PREVENTA EN INSPIRIA ANAHUAC, MIGUEL HIDALGO, CDMX, 2 RECAMARAS",MIGUEL HIDALGO,19.4359898482,19.4359898482
1003,3929852,93,2,2,1,ANAHUAC I SECC.,"DEPARTAMENTO  EN PREVENTA EN INSPIRIA ANAHUAC, MIGUEL HIDALGO, CDMX, 2 RECAMARAS",MIGUEL HIDALGO,19.4359898482,19.4359898482
1004,2822389,74,2,2,1,JOSEFA ORTIZ DE DOMINGUEZ,"DEPARTAMENTO EN VENTA EN SPAZIO 881, POSTAL, 2 RECAMARAS",POSTAL,19.390795969,19.390795969
1005,2757279,72,2,2,1,JOSEFA ORTIZ DE DOMINGUEZ,"DEPARTAMENTO EN VENTA EN SPAZIO 881, POSTAL, 2 RECAMARAS",POSTAL,19.390795969,19.390795969
1006,2764849,73,2,2,1,JOSEFA ORTIZ DE DOMINGUEZ,"DEPARTAMENTO EN VENTA EN SPAZIO 881, POSTAL, 2 RECAMARAS",POSTAL,19.390795969,19.390795969
1007,2713575,71,2,2,1,JOSEFA ORTIZ DE DOMINGUEZ,"DEPARTAMENTO EN VENTA EN SPAZIO 881, POSTAL, 2 RECAMARAS",POSTAL,19.390795969,19.390795969
1008,2832499,74,2,2,1,JOSEFA ORTIZ DE DOMINGUEZ,"DEPARTAMENTO EN VENTA EN SPAZIO 881, POSTAL, 2 RECAMARAS",POSTAL,19.390795969,19.390795969
1009,2709872,71,2,2,1,JOSEFA ORTIZ DE DOMINGUEZ,"DEPARTAMENTO EN VENTA EN SPAZIO 881, POSTAL, 2 RECAMARAS",POSTAL,19.390795969,19.390795969
1010,4422440,0,3,2,2,AMERICAS UNIDAS,"DEPARTAMENTO EN VENTA, AMERICAS UNIDAS, BENITO JUAREZ.",BENITO JUAREZ,19.3296058799,19.3296058799
1011,10500000,0,3,3,0,LOMAS DE CHAPULTEPEC VIII SECC,"RES AVATAR, DEPARTAMENTO OBRA BLANCA EN VENTA, SIERRA VERTIENTES (GR)",LOMAS DE CHAPULTEPEC,19.4228411174,19.4228411174
1012,2133506,0,3,3,2,LOMAS DE CHAPULTEPEC,CASA EN RESIDENCIAL CON PISCINA 3 REC ROOF GARDEN SPORTS CLUB Y SALON D USOS MULTIPLES EN CUERNAVACA,LOMAS DE CHAPULTEPEC,19.4228411174,19.4228411174
1013,3017822,70,2,2,1,JOSEFA ORTIZ DE DOMINGUEZ,"DEPARTAMENTO EN VENTA EN SPAZIO 881, POSTAL, 2 RECAMARAS",POSTAL,19.390795969,19.390795969
1014,2875280,74,2,2,1,JOSEFA ORTIZ DE DOMINGUEZ,"DEPARTAMENTO EN VENTA EN SPAZIO 881, POSTAL, 2 RECAMARAS",POSTAL,19.390795969,19.390795969
1015,2630473,65,2,2,1,JOSEFA ORTIZ DE DOMINGUEZ,"DEPARTAMENTO EN VENTA EN SPAZIO 881, POSTAL, 2 RECAMARAS",POSTAL,19.390795969,19.390795969
1016,2863455,74,2,2,1,JOSEFA ORTIZ DE DOMINGUEZ,"DEPARTAMENTO EN VENTA EN SPAZIO 881, POSTAL, 2 RECAMARAS",POSTAL,19.390795969,19.390795969
1017,6900000,208,3,2,2,BOSQUES DE TARANGO,"CASA EN VENTA, BOSQUES DE TARANGO A 10 MINUTOS DE SANTA FE.",BOSQUES DE TARANGO,19.3471400096,19.3471400096
1018,2422713,63,2,2,1,SAN FRANCISCO TETECALA,"DEPARTAMENTO  EN PREVENTA EN CORINTIO AZCAPOTZALCO EN CDMX,  2 RECAMARAS",SAN FRANCISCO,19.3121234935,19.3121234935
1019,2533197,67,2,1,1,SAN FRANCISCO TETECALA,"DEPARTAMENTO  EN PREVENTA EN CORINTIO AZCAPOTZALCO EN CDMX,  2 RECAMARAS",SAN FRANCISCO,19.3121234935,19.3121234935
1020,3171041,112,2,1,2,SAN FRANCISCO TETECALA,"DEPARTAMENTO  EN PREVENTA EN CORINTIO AZCAPOTZALCO EN CDMX,  2 RECAMARAS",SAN FRANCISCO,19.3121234935,19.3121234935
1021,3140571,77,3,2,1,SAN FRANCISCO TETECALA,"DEPARTAMENTO  EN PREVENTA EN CORINTIO AZCAPOTZALCO EN CDMX,  3 RECAMARAS",SAN FRANCISCO,19.3121234935,19.3121234935
1022,2540291,67,2,2,1,SAN FRANCISCO TETECALA,"DEPARTAMENTO  EN PREVENTA EN CORINTIO AZCAPOTZALCO EN CDMX,  2 RECAMARAS",SAN FRANCISCO,19.3121234935,19.3121234935
1023,3654255,76,3,2,1,POSTAL,"DEPARTAMENTO EN PREVENTA EN CALZADA TLALPAN, BENITO JUAREZ, 3 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
1024,3249909,69,2,2,0,POSTAL,"DEPARTAMENTOS EN PREVENTA EN RESIDENCIAL TLALPAN 839  EN BENITO JUAREZ, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
1025,3203870,76,3,2,1,POSTAL,"DEPARTAMENTO EN PREVENTA EN CALZADA TLALPAN, BENITO JUAREZ, 3 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
1026,4549000,98,2,2,1,POSTAL,"DEPARTAMENTO EN VENTA EN RESIDENCIAL TLALPAN 839 EN BENITO JUAREZ, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
1027,3339325,62,2,2,1,8 DE AGOSTO,"DEPARTAMENTO EN PREVENTA EN NOVA HABITA, SAN PEDRO DE LOS PINOS, 2 RECAMARAS",SAN PEDRO DE LOS PINOS,19.3888622721,19.3888622721
1028,3371911,62,2,2,1,8 DE AGOSTO,"DEPARTAMENTO EN PREVENTA EN NOVA HABITA, SAN PEDRO DE LOS PINOS, 2 RECAMARAS",SAN PEDRO DE LOS PINOS,19.3888622721,19.3888622721
1029,2079364,59,2,2,1,PERALVILLO,"DEPARTAMENTO EN VENTA EN SCHUBERT 230,  COL.PERALVILLO, 2 RECAMARAS",,,
1030,3650000,200,6+,2,3,NUEVA ATZACOALCO,CASA AMPLIA DE 2 NIVELES Y 2 BANOS CON 7 RECAMARAS   EN LA CIUDAD DE MEXICO,,,
1031,8945300,170,3,2,2,NAPOLES,"DEPARTAMENTO EN PREVENTA EN ZENIT INDIANA, NAPOLES, 3 RECAMARAS.",NAPOLES,19.3936944672,19.3936944672
1032,5029100,89,2,2,2,NAPOLES,"DEPARTAMENTO EN PREVENTA EN ZENIT INDIANA, NAPOLES, 2 RECAMARAS.",NAPOLES,19.3936944672,19.3936944672
1033,2200000,0,3,2,1,ALIANZA POPULAR REVOLUCIONARIA,VENTA DEPARTAMENTO EN VILLA COAPA,REVOLUCION,19.439002299,19.439002299
1034,2533197,67,2,1,1,SAN FRANCISCO TETECALA,"DEPARTAMENTO  EN PREVENTA EN CORINTIO AZCAPOTZALCO EN CDMX,  2 RECAMARAS",SAN FRANCISCO,19.3121234935,19.3121234935
1035,960000,105,3,3,2,SUTIC VALLEJO,"RESIDENCIAL DESDE $960,000 CON ALBERCA",,,
1036,6625052,97,3,3,2,GRANADA,"DEPARTAMENTO EN VENTA EN ETRE, GRANADA, 3 RECAMARAS",GRANADA,19.4399132456,19.4399132456
1037,9215525,132,3,3,2,GRANADA,"DEPARTAMENTO EN VENTA EN ETRE, GRANADA, 3 RECAMARAS",GRANADA,19.4399132456,19.4399132456
1038,5650000,80,2,2,2,GRANADA,"DEPARTAMENTO EN VENTA EN ETRE, GRANADA, 2 RECAMARAS",GRANADA,19.4399132456,19.4399132456
1039,3956718,53,1,1,1,GRANADA,"DEPARTAMENTO EN VENTA EN ETRE, GRANADA, 1 RECAMARA",GRANADA,19.4399132456,19.4399132456
1040,1435537,41,0,1,0,PERALVILLO,"DEPARTAMENTO EN VENTA EN LISZT 185, PERALVILLO, 1 RECAMARA",,,
1041,1487768,30,1,1,0,PERALVILLO,"DEPARTAMENTO EN VENTA EN LISZT 185, PERALVILLO, 1 RECAMARA",,,
1042,7980000,139,3,2,2,LINDAVISTA NTE.,SE VENDE  LINDA CASA EN LINDAVISTA ESTILO COLONIAL,,,
1043,3719946,50,1,1,1,LOMAS DE STA FE,"DEPARTAMENTO EN VENTA EN BLUM RESIDENCIAL SANTA FE, ALVARO OBREGON, 1 RECAMARA",ALVARO OBREGON,19.4127921222,19.4127921222
1044,3600000,72,1,1,1,LOMAS DE STA FE,"DEPARTAMENTO EN VENTA EN BLUM RESIDENCIAL SANTA FE, ALVARO OBREGON, 1 RECAMARA",ALVARO OBREGON,19.4127921222,19.4127921222
1045,8363220,159,3,2,2,LOMAS DE STA FE,"DEPARTAMENTO EN VENTA EN BLUM RESIDENCIAL SANTA FE, ALVARO OBREGON, 3 RECAMARAS",ALVARO OBREGON,19.4127921222,19.4127921222
1046,4531605,74,2,2,2,LOMAS DE STA FE,"DEPARTAMENTO EN VENTA EN BLUM RESIDENCIAL SANTA FE, ALVARO OBREGON, 2 RECAMARAS",ALVARO OBREGON,19.4127921222,19.4127921222
1047,3991110,58,1,1,1,LOMAS DE STA FE,"DEPARTAMENTO EN VENTA EN BLUM RESIDENCIAL SANTA FE, ALVARO OBREGON, 1 RECAMARA",ALVARO OBREGON,19.4127921222,19.4127921222
1048,2996664,50,1,1,1,LOMAS DE STA FE,"DEPARTAMENTO EN VENTA EN BLUM RESIDENCIAL SANTA FE, ALVARO OBREGON, 1 RECAMARA",ALVARO OBREGON,19.4127921222,19.4127921222
1049,4362045,72,2,2,2,LOMAS DE STA FE,"DEPARTAMENTO EN VENTA EN BLUM RESIDENCIAL SANTA FE, ALVARO OBREGON, 2 RECAMARAS",ALVARO OBREGON,19.4127921222,19.4127921222
1050,3501575,60,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN VENTA EN CUAUHTEMOC 661 EN BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
1051,3791658,68,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN VENTA EN CUAUHTEMOC 661 EN BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
1052,4240475,84,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN VENTA EN CUAUHTEMOC 661 EN BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
1053,5272134,125,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN VENTA EN CUAUHTEMOC 661 EN BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
1054,5654719,131,2,2,2,NARVARTE PONIENTE,"DEPARTAMENTO EN VENTA EN CUAUHTEMOC 661 EN BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
1055,3939050,68,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN VENTA EN CUAUHTEMOC 661 EN BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
1056,5700000,89,2,1,0,CUAUHTEMOC,VENTA DEPARTAMENTO EN LA CUAUHTEMOC,CUAUHTEMOC,19.3200700913,19.3200700913
1057,3000000,97,2,1,0,PEDREGAL DE CARRASCO SECC A,AV. PANAMERICANA PEDREGAL DE CARRASCO,PANAMERICANA,19.4795689226,19.4795689226
1058,1951280,59,2,2,1,BONDOJITO,"DEPARTAMENTO EN PREVENTA EN RESIDENCIAL CONGRESO, GAM, CDMX, 2 RECAMARAS",BONDOJITO,19.4669013795,19.4669013795
1059,3865354,68,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN VENTA EN CUAUHTEMOC 661 EN BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
1060,4333152,84,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN VENTA EN CUAUHTEMOC 661 EN BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
1061,1500000,60,2,1,1,SAN LORENZO LA CEBADA,"DEPARTAMENTO EN VENTA, SAN LORENZO LA CEBADA, XOCHIMILCO",SAN LORENZO,19.2791265995,19.2791265995
1062,3717692,68,2,2,1,NARVARTE PONIENTE,"DEPARTAMENTO EN VENTA EN CUAUHTEMOC 661 EN BENITO JUAREZ, CDMX, 2 RECAMARAS",BENITO JUAREZ,19.3296058799,19.3296058799
1063,6258000,0,2,2,2,COL DEL VALLE CENTRO,VENTA DEPARTAMENTO 2 RECAMARAS EMECE PROVIDENCIA 1229 DEL VALLE CENTRO,PROVIDENCIA,19.4906621044,19.4906621044
1064,5000000,225,6+,4+,2,AVIACION CIVIL,CASA CON DEPARTAMENTOS EN VENTA AVIACION CIVIL CDMX,AVIACION CIVIL,19.4151260367,19.4151260367
1065,5200000,0,2,2,2,ESCANDON I SECC,DEPARTAMENTO EN VENTA EN COLONIA ESCANDON,ESCANDON I,19.4040332209,19.4040332209
1066,7300000,218,3,3,2,LOS SAUCES,PRECIOSA CASA EN UN FRACCIONAMIENTO TRANQUILO Y SEGURO,,,
1067,3795000,83,3,2,2,NARVARTE PONIENTE,SE VENDE HERMOSO DEPARTAMENTO EXTERIOR RECIEN REMODELADO EN CALLE XOCHICALCO ALCALDIA BENITO JUAREZ,BENITO JUAREZ,19.3296058799,19.3296058799
1068,5700000,0,2,2,2,COLONIA CONDESA,DEPARTAMENTO EN VENTA EN LA CONDESA,CONDESA,19.4147504858,19.4147504858
1069,2245991,68,2,2,1,COL DEL RECREO,DEPARTAMENTO EN AZCAPOTZALCO COL EL RECREO 2 RECAMARAS,DEL RECREO,19.472777425,19.472777425
1070,4097418,189,4,3,3,COAPA,BONITA CASA EN TLALPAN CALLE DEL LLANO 4 RECAMARAS,,,
1071,1361104,80,2,2,1,GUERRERO,"DEPARTAMENTO EN GOLFO DE BENGALA, MIGUEL HIDALGO 2 RECAMARAS",MIGUEL HIDALGO,19.4359898482,19.4359898482
1072,10600000,0,3,3,2,LOMAS DEL CHAMIZAL,OPORTUNIDAD! SUPER PRECIO! VENTA AVIVIA BOSQUES DE LAS LOMAS,BOSQUES DE LAS LOMAS,19.4035606676,19.4035606676
1073,4500000,0,3,2,2,GRAL ANAYA,DEPARTAMENTO NUEVO EN VENTA CON TERRAZA Y BALCON!,,,
1074,14800,0,1,1,0,STA MARIA LA RIBERA,"CASA NOGAL, DEPARTAMENTO TIPO D EN RENTA, 1 RECAMARA. SANTA MARIA LA RIBERA",,,
1075,8990000,280,3,3,3,SAN CLEMENTE NORTE,CASA NUEVA EN CONJUNTO,SAN CLEMENTE,19.3493092254,19.3493092254
1076,2300000,65,2,2,1,STA LUCIA,DEPARTAMENTO EN VENTA EN COLONIA INDUSTRIAL SAN ANTONIO AZCAPOTZALCO,SAN ANTONIO,19.5600589165,19.5600589165
1077,5450000,82,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN VENTA EN RIO DANUBIO 81, CUAUHTEMOC, 2 RECAMARAS.",CUAUHTEMOC,19.3200700913,19.3200700913
1078,5100000,74,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN VENTA EN RIO DANUBIO 81, CUAUHTEMOC, 2 RECAMARAS.",CUAUHTEMOC,19.3200700913,19.3200700913
1079,3800000,118,3,3,2,CUAJIMALPA,PRIVADA JESUS DEL MONTE CUAJIMALPA,JESUS DEL MONTE,19.366427722,19.366427722
1080,2100000,63,2,1,1,ADOLFO RUIZ CORTINEZ,ESTRENA BELLO DEPARTAMENTO EN COYOACAN,,,
1081,5400000,0,2,2,2,LOS ALPES,DEPARTAMENTOS EN PREVENTA EN HABITA SAN ANGEL,SAN ANGEL,19.3456616645,19.3456616645
1082,6151950,95,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN VENTA EN RIO DANUBIO 81, CUAUHTEMOC, 2 RECAMARAS.",CUAUHTEMOC,19.3200700913,19.3200700913
1083,5380000,73,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 16, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
1084,6420000,85,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 16, CUAUHTEMOC, CDMX, 3 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
1085,4980000,73,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 16, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
1086,5280000,73,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 16, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
1087,6470000,85,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 16, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
1088,5180000,73,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 16, CUAUHTEMOC, CDMX, 2 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
1089,8500000,137,3,3,1,CUAUHTEMOC,"DEPARTAMENTO EN PREVENTA EN RIO GUADALQUIVIR 16, CUAUHTEMOC, CDMX, 3 RECAMARAS",CUAUHTEMOC,19.3200700913,19.3200700913
1090,6950000,96,2,2,1,CUAUHTEMOC,"DEPARTAMENTO EN VENTA EN RIO DANUBIO 81, CUAUHTEMOC, 2 RECAMARAS.",CUAUHTEMOC,19.3200700913,19.3200700913
1091,6846525,107,3,2,1,CUAUHTEMOC,"DEPARTAMENTO EN VENTA EN RIO DANUBIO 81, CUAUHTEMOC, 3 RECAMARAS.",CUAUHTEMOC,19.3200700913,19.3200700913
1092,6697688,105,3,2,1,CUAUHTEMOC,"DEPARTAMENTO EN VENTA EN RIO DANUBIO 81, CUAUHTEMOC, 3 RECAMARAS.",CUAUHTEMOC,19.3200700913,19.3200700913
1093,2586877,64,2,2,1,CUAJIMALPA,"DEPARTAMENTO EN PREVENTA EN URBAN, CUAJIMALPA, 2 RECAMARAS",,,
1094,5000000,0,2,2,2,ANAHUAC I SECC,DEPARTAMENTO EN VENTA HARES POLANCO OPORTUNIDAD,ANAHUAC I,19.4471950354,19.4471950354
1095,8100000,0,2,2,2,CUAUHTEMOC,"DEPARTAMENTO VENTA CALLE RIO NIAGARA, COL. CUAUHTEMOC. ROOF PRIVADO 2 REC, 2 BAN",CUAUHTEMOC,19.3200700913,19.3200700913
